tsne_1,tsne_2,client,smiles
-64.208626,-5.2789955,Client A,C#CC1(C=O)CCC1
-21.156618,15.91415,Client A,CN1CC=CC1=O
-22.621683,10.262419,Client A,N=C1NC(C=O)=CC1=O
-23.779253,28.246914,Client A,CC1=NCC(=O)N1C=N
-65.50481,-2.7125247,Client A,C#CC1(C#C)CC(C)O1
-38.135326,21.477547,Client A,O=C1COC(CO)C1=O
-68.64331,4.218507,Client A,N#CC(=O)CC1CCC1
-60.86451,15.231209,Client A,O=CC(=O)CC1CO1
-49.1462,0.3481492,Client A,N#CC1COC(=O)C1
-26.24371,14.180951,Client A,N=C1CCC=CC(=O)N1
-52.119377,1.910828,Client A,N#CC1COC(=N)O1
-22.399065,12.776018,Client A,CC1=CC(=O)C(=O)CC1
-40.320625,24.128805,Client A,CC(=O)C1COC(=O)C1
-54.31557,13.4995985,Client A,CCC#CC1OC1C#N
-40.58453,23.28792,Client A,CC(=O)C1CCC(=O)O1
-38.794605,12.973478,Client A,C#CC1C(O)C(=O)N1C
-29.980894,13.355272,Client A,O=C1COC(=O)CCN1
-61.25143,14.903024,Client A,O=CC(=O)C1CO1
-30.590273,23.287558,Client A,CC1C=CNC(=N)C1=O
-67.77277,1.4718065,Client A,CC1(C(=O)C#N)CC1
-33.17565,5.587597,Client A,O=CC1=CC2OC2C1=O
-16.654554,14.821567,Client A,CCN=C1C=CC(=O)N1
-46.598705,0.6914024,Client A,CC1CCC(=O)C1C#N
-34.520397,-2.071426,Client A,C#CC1=C(C)C(=O)CC1
-65.5441,10.996594,Client A,CC(=O)C#CC1CC1C
-25.581156,19.665003,Client A,N=C1C=C(N)C=CCO1
-44.748714,22.815807,Client A,O=CC1CC(=O)OC=N1
-61.29272,-13.068732,Client A,N#CC1(C=O)CNC=N1
-47.630802,3.6098573,Client A,N#CC1C2CC1C(=O)O2
-28.457733,-1.7963998,Client A,O=CC1C=CCOC=N1
-22.011023,-4.333251,Client A,CC1=CC=CCC=C1
-57.441563,6.5340443,Client A,C#CC1OC1CCC#N
-34.98024,10.072607,Client A,O=CC1C=CNC1=O
-41.506622,-1.9964104,Client A,CC1C(=O)CC1(O)C#N
-52.72932,-5.229438,Client A,CN1C(C#N)C1C#N
-44.002518,12.827969,Client A,C#CCC1C(=O)OC1C
-52.22351,-7.026616,Client A,CC#CCC1NC1C#N
-61.268982,-11.152585,Client A,N#CC1(OC=O)COC1
9.929291,-11.709761,Client A,c1cc2cc[nH]nc-2n1
-24.971437,-2.4404435,Client A,C1=CC=CCCC=C1
-31.077162,0.875451,Client A,C#CC1(C)N=COC1=O
-61.221336,-13.544836,Client A,N#CC1(C=O)COC=N1
-47.6901,-0.32501128,Client A,N#CC1CCC(=O)NC1
-53.737083,14.985534,Client A,CC#CC1OC1C=O
-54.890614,0.67844987,Client A,N#CC1OCC1CC=O
-38.873917,0.10865552,Client A,C#CC1(OC)CC(=O)C1
-41.915596,12.653075,Client A,C#CCC1CCC1=O
-56.75044,13.6075535,Client A,CC1OC1C#CC=O
-25.933931,-1.7846711,Client A,O=CC1C=CC=CCC1
-35.71511,18.662006,Client A,COC1C(=O)COC1=O
-31.237902,23.514017,Client A,CC1C=CCC(=O)C1=O
-46.4036,-11.775129,Client A,N#CC12C=CC(N1)C2=O
-49.556408,17.905245,Client A,CC1C(=O)OC1C=O
-55.050217,19.102161,Client A,O=CC1NC1(C=O)C=O
-63.337074,3.7707546,Client A,C#CC(=O)C1CC(O)C1
-69.12936,7.463666,Client A,C#CC#CC(=O)C1CN1
-3.5750732,22.951645,Client A,CC(O)C1=NCC(=O)O1
-16.661194,14.792013,Client A,CN=C1C=CC(=O)N1
-21.596773,-5.574371,Client A,CC1=CC=CC=CC=C1
-25.132195,15.175412,Client A,O=C1CC=CCC1
-50.040108,-2.6327295,Client A,CC1=C(C)CC(C#N)C1
-63.09128,6.884374,Client A,C#CC(=O)C(C)C1CO1
-44.923313,-1.6872225,Client A,N#CC1CNC=CC1=O
-19.143438,16.083752,Client A,CCN1C=CC(=O)C1=N
-40.149487,-10.999108,Client A,N#CC1=CC(C#N)CC1
-49.902706,9.924401,Client A,C#CC1OC(C)OC1=N
-44.732944,-20.420364,Client A,C#CC(=O)C1=NCCO1
-27.27483,-5.8203554,Client A,C#CC1=CCC=CC=C1
-51.653774,-18.243877,Client A,C#CC1C=CCN=CO1
-32.64342,22.84401,Client A,CC1C=CC(O)C1=O
-45.718834,21.461233,Client A,O=CC1CC(=O)C(=O)O1
-58.535625,-5.34238,Client A,CN1CC(C#CC#N)C1
-18.73428,8.827297,Client A,CN1C=CC=CNC1=O
-47.716385,3.8499076,Client A,N#CC1OC(=O)C2CC12
-22.592113,17.872406,Client A,O=C1C=C2C=CCC2C1
-19.027138,18.691626,Client A,CC1C=CC(=O)N1C=O
-65.465706,-11.14556,Client A,N#CCC1(CC#N)CC1
-62.88817,7.008613,Client A,C#CC#CC(C)C1CO1
-43.922195,-6.0037766,Client A,N#CC1CN=C(C=O)N1
-53.419888,-17.599081,Client A,CC1CN=COC1C#N
-51.98693,-2.4577665,Client A,C#CC1CCC(C#N)C1
-26.246199,-15.049175,Client A,N#CC1=CNCC1=NO
-59.252216,11.251269,Client A,O=CC#CCC1CC1
-25.730906,11.863125,Client A,NC1=C(N)C(=O)CC1=O
-51.220985,-12.683585,Client A,CC1OCC=CC1C#N
-39.295544,16.506023,Client A,CC1=C(C)C(C)OC1=O
-40.215332,6.526476,Client A,C#CC1CC(=N)NC1=O
-14.902324,-25.399622,Client A,CC1N=C(C#N)NC1=N
-23.491663,15.09293,Client A,O=C1C=CC(=O)CC1
-39.675507,8.499841,Client A,C#CC1NC=NCC1=O
-31.021597,-9.838826,Client A,C#CC1=CCN(C)C1=O
-57.97595,1.7248337,Client A,CC(C#N)C1CC1C=O
-37.360634,-7.1746063,Client A,C#CC1=CCC(C)(O)C1
-71.52207,-3.5726826,Client A,C#CC(O)C1(C=O)CO1
-57.44788,6.942792,Client A,C#CC1OC1CC=O
-34.707684,19.183636,Client A,O=C1COC(=O)C(O)C1
-19.38265,11.166745,Client A,NC1=CC(=O)NC1=O
-27.902124,14.056517,Client A,N=C1CCOC(=O)N1
-20.662878,3.1104393,Client A,FC(F)(F)C1=CCOC1
-42.349213,24.331375,Client A,O=CCCC1CC(=O)O1
-21.072693,24.414711,Client A,O=CCN1C=CCC1=O
-53.96094,-18.470694,Client A,N#CC(O)C1CN=CO1
-61.759277,1.1750506,Client A,C#CC(O)(C#N)C1CC1
-56.155537,-8.470891,Client A,CC1CNC1(C#N)C#N
-35.186913,-13.708546,Client A,N#CC1=CCC(=O)NC1
-39.823967,0.20602846,Client A,C#CC1(C=O)CC(=O)C1
-60.426,8.163435,Client A,N#CC#CCCC1CO1
-35.348595,11.241712,Client A,O=CC1CNC1=O
-35.418327,-3.7854402,Client A,C#CC1=C(C)CC(O)C1
-34.397583,-13.627313,Client A,N#CC1=CC(=O)CNC1
-40.806145,3.320029,Client A,C#CC(=O)C1=CNCC1
-60.394543,-8.544118,Client A,N#CC1CCC1(O)C=O
-36.00079,21.68235,Client A,O=COC1C(=O)CC1O
-24.212038,-4.0240884,Client A,OCC1=CC=CC=CC1
-24.038958,10.069668,Client A,O=CC1=CCOC(=O)N1
-45.861076,-3.709128,Client A,CCN1CC(C#N)C1=O
-42.77389,-9.163693,Client A,C#CC1CC=C(C=O)C1
-42.798965,16.349764,Client A,C#CC#CC1OCC1=O
-60.53463,3.9732406,Client A,N#CC1COC1C(N)=O
-56.535316,13.64646,Client A,CCC1OC1C#CC=O
-54.607964,6.1572533,Client A,N#CCC1OC(=O)C1O
-41.953304,-9.641657,Client A,C#CC1C=C(C=O)CC1
-52.70058,17.267416,Client A,COC(=O)C1OC1C=O
-51.97358,-0.031506654,Client A,CC1=CCC(C#N)OC1
-53.400913,-19.51271,Client A,NC(=O)OC1CN=CO1
-52.99067,-2.4919608,Client A,C#CC1CCC(C#N)N1
-57.81368,2.9623487,Client A,N#CCC1CCC1C=O
-30.463142,15.40334,Client A,O=C1CCC(=O)COC1
-34.708267,15.962185,Client A,CN1CCOC(=O)C1=O
-64.89111,-9.811617,Client A,CC#CCC1(C#N)CC1
0.19538161,-16.383438,Client A,c1c[nH]c2cncc-2n1
-42.94428,-6.9286733,Client A,N#CC1CC(C=O)=CN1
-39.370556,13.3717,Client A,C#CC1COC(=O)N1C
-58.305813,12.927765,Client A,O=CC#CC#CC1CN1
-49.189533,2.317936,Client A,N#CC1OCOC1=O
-66.161995,-11.936081,Client A,CC#CC1(CC#N)CN1
-27.584019,7.2707725,Client A,NC(=O)C1=CCC(=O)C1
-63.246384,10.633812,Client A,CC#CC#CC1CCC1
-37.435436,18.242912,Client A,CC1=CC(O)COC1=O
-37.70382,5.074855,Client A,C#CC1C(=O)NC=C1C
-36.57148,16.752115,Client A,CC1C(=O)OCOC1=O
-65.28323,1.5244938,Client A,C#CC1CN1C(C)=O
-49.16906,0.3702776,Client A,N#CC1COC(=O)OC1
-52.10762,1.3577269,Client A,N#CC1COC(=N)CO1
-24.052488,5.740938,Client A,C#CC1=CC(=O)C(=O)N1
-34.90318,31.701897,Client A,CC(C#N)N1CCC1=O
-50.49707,-10.812718,Client A,CC1CC=CC(C#N)O1
-41.873135,12.36758,Client A,C#CCC1CNC1=O
-61.783627,1.1905679,Client A,C#CC(O)(C#C)C1CC1
-53.182976,-17.971144,Client A,N#CC1CN=CO1
-43.93197,0.77483046,Client A,N#CC1CC(=O)NC1=N
-31.506311,12.224104,Client A,O=C1NCCC(O)C1=O
-39.897324,26.698492,Client A,COC(=O)C1CC(=O)C1
-30.619995,16.722452,Client A,CN1C(=N)OCC1=O
-31.053982,0.8933707,Client A,CC1(C=O)N=COC1=O
-31.358341,26.53592,Client A,O=C1C=CCC(O)C=C1
-56.49086,-12.652241,Client A,CC1C=CC(O)(C#N)C1
-62.76077,-7.7250543,Client A,CC1(C(C#N)C=O)CO1
-44.10022,1.3004214,Client A,N#CC1CC(=O)OC1=N
-52.260223,23.785278,Client A,CCC1(C=O)COC1=O
-40.9421,19.046755,Client A,O=COCC1COC1=O
-53.767715,-9.085578,Client A,C#CC1C=CC(O)C1
-34.12848,22.730505,Client A,CC(=O)N1CC(O)C1=O
-37.95573,11.058949,Client A,C#CC1C=CC(=O)CO1
-20.278027,3.937903,Client A,CC(=O)C1=CCOC1
-43.54038,11.014409,Client A,C#CC1COC(C)C1=O
-52.068123,22.250948,Client A,CC1(C=O)COCC1=O
-64.77185,10.795702,Client A,CC1CC1C#CCC#N
-44.62041,20.893555,Client A,O=CC1CC(=O)CCO1
-18.355658,18.903233,Client A,O=CN1C2C=CC(=O)C21
-56.368374,-3.0658689,Client A,N#CC1C(C=O)C1C=O
-21.689991,20.201801,Client A,O=C1C=CC(=NO)C1
-64.00284,4.7798657,Client A,C#CC(=O)C1OC1CC
-57.775127,-3.076379,Client A,N#CC1OC1(C#N)CO
-51.35437,-3.9857876,Client A,N#CCN1CC(C#N)C1
-22.413544,15.4810705,Client A,O=C1C=CC2=CCCN12
-27.842218,16.517488,Client A,N=C1C=CNC(=O)CO1
-66.7111,-8.196735,Client A,C#CCC1(C#CC)CC1
-49.778954,2.4432795,Client A,N#CC1OCC=C1C=O
-47.599457,11.822001,Client A,N=C1CCC(OC=O)O1
-45.327236,23.879385,Client A,NC1=NC(C=O)CC1=O
-34.114273,-13.571744,Client A,N#CC1=CC(=O)CCC1
-35.318405,19.173203,Client A,O=C1COC(=O)C1O
-18.664213,12.623364,Client A,CC1=CC(=N)OC1=O
-49.080933,18.74657,Client A,CC1OC(=O)C(C=O)O1
-46.767727,18.039831,Client A,N=C1OCOC1C=O
-37.262104,4.6479354,Client A,C#CC1=CNC(=O)C1O
-68.056725,-1.8583126,Client A,C#CC1(C(=O)NC)CO1
-68.436264,5.639108,Client A,N#CC(=O)C1CCCN1
-62.129986,13.173535,Client A,O=CC(=O)C#CC1CC1
-57.081238,3.9858797,Client A,C#CC1CC1CC#N
-32.568283,26.190645,Client A,O=C1C=CC(O)CC1=O
-29.50964,17.430716,Client A,N=C1COC(=O)O1
-40.31942,6.4884133,Client A,C#CC1CNC(=N)C1=O
-35.90179,23.971012,Client A,O=CC1=CCC(=O)C1O
-38.620113,9.42978,Client A,C#CC1N=C(N)CC1=O
-34.09308,-0.44396642,Client A,CCC1=C(C)C(=O)OC1
-60.341606,-3.3592312,Client A,C#CC1(C=O)OC1C#N
-33.082504,-6.4895973,Client A,C#CC1=CCOC1OC
-44.567265,10.739051,Client A,C#CC1OC(=O)CC1C
-28.127005,4.611424,Client A,CC#CC1=CCOC1=N
-67.127335,-7.4104486,Client A,C#CCCC1(C#C)CC1
-69.20417,7.220882,Client A,N#CC#CC(=O)C1CN1
-66.51034,-3.5456703,Client A,C#CC#CC1(C#C)CO1
-50.956814,7.1548667,Client A,N#CC1C(=N)OC1CO
-36.111595,24.63314,Client A,O=CC1=CC(=O)C2CC12
-26.29377,27.72706,Client A,N=CN1C=CC(O)C1=O
-51.449562,-10.115216,Client A,C#CC1C=CCC1C#N
-27.557316,-5.947762,Client A,C#CC1=CCOCC=C1
-34.890408,31.682777,Client A,N#CCCN1CCC1=O
-68.669,8.038745,Client A,C#CC(=O)C(=O)C1CN1
-58.614708,-9.229593,Client A,CC1(C#N)CCC1C=O
-62.875515,15.916267,Client A,O=CC(=O)C(=O)N1CC1
-21.09911,2.3652904,Client A,N#CC#CC1=CCOC1
-44.779068,21.12416,Client A,O=CC1CC(=O)CO1
-36.450306,16.578753,Client A,NC1C(=O)OCOC1=O
-54.962112,-12.574588,Client A,CC1C=CC(C)(C#N)O1
-55.087337,-1.2663981,Client A,C#CC(C#N)C1CCC1
-51.1193,-2.6370037,Client A,CC#CC1CC(C#N)C1
-56.109085,-4.533007,Client A,N#CC1CC=CN1C=O
-58.416927,6.0569158,Client A,C#CC1OC1C#CC#N
-29.838755,18.84773,Client A,N=C1CCC(=O)O1
-24.539557,18.65607,Client A,CC1=CC(=O)OCC=C1
-22.194036,11.683559,Client A,CC1=CC(=O)C(=N)NC1
-28.049337,23.075573,Client A,COC1OC(=O)OC1=N
-67.29302,-10.244593,Client A,C#CCC1(CC#N)CO1
-22.479504,-3.6498744,Client A,OCC1=CC=CCC=C1
-53.77338,-5.5320086,Client A,C#CC(C)N1CC1C#N
-42.91153,20.656456,Client A,O=CC1OCC(=O)C1O
-60.097794,-0.62899303,Client A,C#CC1N=COCC1O
-25.135073,27.640905,Client A,N=CN1C=CCOC1=O
-30.02089,12.123185,Client A,O=C1CCNC1=O
-24.749132,14.167467,Client A,NC1=CC(=O)C=CCC1
-67.8,-9.862406,Client A,C#CCC1(C#N)CCO1
-66.19192,5.410647,Client A,N#CC(=O)C1OCC1O
-61.466095,-5.642379,Client A,N#CC#CC1(CO)CO1
-44.29139,-0.6117845,Client A,CC1CC(C#N)C(=O)N1
-57.768654,-9.000134,Client A,CC1(C#N)CNC1C#N
-30.829416,19.825876,Client A,N=C1OC(=O)CCC1O
-53.180138,20.892889,Client A,O=CC1(C=O)OCCO1
-48.92906,5.3438888,Client A,CC1OC(=O)OC1C#N
-43.824425,-21.896208,Client A,N#CCC1=NCC(=N)N1
-57.73271,2.9438365,Client A,N#CCC1CC1C=O
-53.379524,-0.027187694,Client A,N#CC1COC(C#N)O1
-41.65968,8.6946335,Client A,C#CC1NC(=O)C1C#C
-66.23395,-3.2875733,Client A,C#CC1(C#C)CO1
-45.73192,13.327834,Client A,C#CC1COCC(=O)O1
-19.596506,-0.82549715,Client A,N=C1C=CC(CC=O)O1
-29.247429,15.771105,Client A,N=C1COC(=O)N1C=O
-20.431963,25.535284,Client A,O=CN1C=CCCC1=O
-53.592865,16.594131,Client A,O=CC1OC1C(F)(F)F
-52.608265,5.963649,Client A,N#CC(O)C1CC(=N)O1
-33.05277,6.0634623,Client A,O=C1C=CC2OC2C1=O
-34.29606,-1.2949529,Client A,C#CC1=C(C)C(=O)OC1
-46.2644,-3.50764,Client A,CN1CC(=O)C(C#N)C1
-33.337097,12.313952,Client A,O=C1NCC=CC1O
-27.739569,3.392801,Client A,N#CC1=CCOC(=N)N1
-68.19844,-9.527755,Client A,C#CCC1(C#N)CCN1
-32.81261,16.7024,Client A,CC1=CCC(=O)OC1
-42.02772,24.285894,Client A,CC(=O)CC1CC(=O)O1
-40.933792,11.634239,Client A,C#CC1C(=O)CCC1O
-63.441544,-9.866237,Client A,N#CC1(CC=O)CC1
-49.218872,-3.0891197,Client A,CC1=CCCCC1C#N
-33.740208,-5.5409026,Client A,C#CC1=C(C)COC1C
-24.537443,5.819835,Client A,C#CC1=CCNC(=O)N1
